database,table,column_name,data_type,position,default_kind,default_expression,is_in_partition_key,is_in_sorting_key,is_in_primary_key,is_in_sampling_key,compression_codec,character_octet_length,numeric_precision,numeric_scale,datetime_precision,comment
manufacturing_dw,fact_shipment,batch_number,String,10,,,0,0,0,0,,,,,,Batch or lot number shipped when applicable
manufacturing_dw,fact_shipment,shipped_quantity,"Decimal(18, 4)",11,,,0,0,0,0,,,18.0,4.0,,Quantity shipped to the customer
manufacturing_dw,fact_shipment,shipment_uom,String,12,,,0,0,0,0,,,,,,Unit of measure of the shipped quantity
manufacturing_dw,fact_shipment,net_sales_amount,"Decimal(18, 4)",13,,,0,0,0,0,,,18.0,4.0,,Net sales amount recognized for the shipment excluding tax
manufacturing_dw,fact_shipment,freight_amount,"Decimal(18, 4)",14,,,0,0,0,0,,,18.0,4.0,,Freight amount charged or allocated to the shipment
manufacturing_dw,kpi_definitions,kpi_name,String,1,,,0,1,1,0,,,,,,Business-friendly KPI name
manufacturing_dw,kpi_definitions,kpi_category,String,2,,,0,1,1,0,,,,,,"Category such as inventory, production, quality, procurement, or shipment"
manufacturing_dw,kpi_definitions,source_table,String,3,,,0,0,0,0,,,,,,Primary table used to calculate the KPI
manufacturing_dw,kpi_definitions,grain_note,String,4,,,0,0,0,0,,,,,,Required grain or aggregation guidance before computing the KPI
manufacturing_dw,kpi_definitions,formula_sql,String,5,,,0,0,0,0,,,,,,SQL expression or pseudo-SQL used to calculate the KPI
manufacturing_dw,kpi_definitions,numerator_definition,String,6,,,0,0,0,0,,,,,,Business meaning of the numerator if applicable
manufacturing_dw,kpi_definitions,denominator_definition,String,7,,,0,0,0,0,,,,,,Business meaning of the denominator if applicable
manufacturing_dw,kpi_definitions,unit_of_measure,String,8,,,0,0,0,0,,,,,,"Output unit such as percent, quantity, currency, hours, or ratio"
manufacturing_dw,kpi_definitions,preferred_time_column,String,9,,,0,0,0,0,,,,,,Recommended time column for trend analysis
manufacturing_dw,kpi_definitions,dimensions_supported,String,10,,,0,0,0,0,,,,,,Comma-separated list of dimensions commonly used with this KPI
manufacturing_dw,kpi_definitions,filters_supported,String,11,,,0,0,0,0,,,,,,Comma-separated list of recommended filters for this KPI
manufacturing_dw,kpi_definitions,interpretation,String,12,,,0,0,0,0,,,,,,Human-readable explanation of what high or low values mean
manufacturing_dw,kpi_definitions,caveats,String,13,,,0,0,0,0,,,,,,"Warnings about data quality, grain mismatch, or interpretation limits"
manufacturing_dw,table_ai_context,database_name,String,1,,,0,1,1,0,,,,,,Database that owns the table
manufacturing_dw,table_ai_context,table_name,String,2,,,0,1,1,0,,,,,,Physical table name
manufacturing_dw,table_ai_context,table_role,String,3,,,0,0,0,0,,,,,,"High-level role of the table such as dimension, fact, bridge, metadata, or view"
manufacturing_dw,table_ai_context,business_grain,String,4,,,0,0,0,0,,,,,,Lowest level of detail represented by one row in the table
manufacturing_dw,table_ai_context,business_purpose,String,5,,,0,0,0,0,,,,,,Business reason the table exists and how it should be used
manufacturing_dw,table_ai_context,primary_time_column,String,6,,,0,0,0,0,,,,,,Main timestamp or date column to use for time filtering; blank if not applicable
manufacturing_dw,table_ai_context,default_dimensions,String,7,,,0,0,0,0,,,,,,Comma-separated list of common dimension columns used for grouping and filtering
manufacturing_dw,table_ai_context,default_measures,String,8,,,0,0,0,0,,,,,,Comma-separated list of common numeric measures used for aggregations
manufacturing_dw,table_ai_context,common_filters,String,9,,,0,0,0,0,,,,,,Comma-separated list of recommended business filters for this table
manufacturing_dw,table_ai_context,join_instructions,String,10,,,0,0,0,0,,,,,,Human-readable guidance on how this table should be joined to related tables
manufacturing_dw,table_ai_context,data_freshness_expectation,String,11,,,0,0,0,0,,,,,,"Expected refresh cadence such as realtime, hourly, daily, or snapshot"
manufacturing_dw,table_ai_context,ai_usage_notes,String,12,,,0,0,0,0,,,,,,Extra instructions for AI tools on how to interpret or prioritize the table
manufacturing_dw,table_descriptions,database_name,String,1,,,0,1,1,0,,,,,,Database name that owns the table
manufacturing_dw,table_descriptions,table_name,String,2,,,0,1,1,0,,,,,,Physical table name
manufacturing_dw,table_descriptions,table_description,String,3,,,0,0,0,0,,,,,,Business description of the table and how it should be used by analytics or AI
manufacturing_dw,v_ai_business_synonyms,synonym,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,canonical_term,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,term_type,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,target_table,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,target_column,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,target_value,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,domain,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,confidence_score,"Decimal(5, 2)",8,,,0,0,0,0,,,5.0,2.0,,
manufacturing_dw,v_ai_business_synonyms,usage_note,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_business_synonyms,is_active,UInt8,10,,,0,0,0,0,,,8.0,0.0,,
manufacturing_dw,v_ai_questions,domain,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,question_text,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,primary_table,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,related_tables,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,expected_grouping,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,expected_filters,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_questions,notes,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,database_name,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,table_name,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,native_table_comment,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,table_description,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,table_role,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,business_grain,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,business_purpose,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,primary_time_column,String,8,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,default_dimensions,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,default_measures,String,10,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,common_filters,String,11,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,join_instructions,String,12,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,data_freshness_expectation,String,13,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,ai_usage_notes,String,14,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,column_position,UInt64,15,,,0,0,0,0,,,64.0,0.0,,
manufacturing_dw,v_ai_semantic_catalog,column_name,String,16,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,column_type,String,17,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_semantic_catalog,column_description,String,18,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,template_name,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,template_category,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,business_question,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,intent_type,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,primary_table,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,related_tables,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,primary_time_column,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,grain_description,String,8,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,required_filters,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,optional_filters,String,10,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,grouping_columns,String,11,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,measure_logic,String,12,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,sql_template,String,13,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,result_notes,String,14,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,caveats,String,15,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates,is_active,UInt8,16,,,0,0,0,0,,,8.0,0.0,,
manufacturing_dw,v_ai_sql_templates_summary,template_category,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,template_name,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,business_question,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,intent_type,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,primary_table,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,primary_time_column,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,grouping_columns,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_sql_templates_summary,measure_logic,String,8,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_column,target_table,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_column,target_column,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_column,synonyms,Array(String),3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_column,canonical_terms,Array(String),4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_table,target_table,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_table,synonyms,Array(String),2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_synonyms_by_table,canonical_terms,Array(String),3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,synonym,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,canonical_term,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,term_type,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,domain,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,target_table,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,target_column,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,target_value,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,confidence_score,"Decimal(5, 2)",8,,,0,0,0,0,,,5.0,2.0,,
manufacturing_dw,v_ai_vocabulary_catalog,usage_note,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,table_role,String,10,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,business_grain,String,11,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,business_purpose,String,12,,,0,0,0,0,,,,,,
manufacturing_dw,v_ai_vocabulary_catalog,primary_time_column,String,13,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,database_name,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,table_name,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,table_description,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,column_position,UInt64,4,,,0,0,0,0,,,64.0,0.0,,
manufacturing_dw,v_data_dictionary,column_name,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,column_type,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_data_dictionary,column_description,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,kpi_name,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,kpi_category,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,source_table,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,grain_note,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,formula_sql,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,numerator_definition,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,denominator_definition,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,unit_of_measure,String,8,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,preferred_time_column,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,dimensions_supported,String,10,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,filters_supported,String,11,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,interpretation,String,12,,,0,0,0,0,,,,,,
manufacturing_dw,v_kpi_catalog,caveats,String,13,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,database_name,String,1,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,table_name,String,2,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,engine,String,3,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,native_table_comment,String,4,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,table_description,String,5,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,table_role,String,6,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,business_grain,String,7,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,business_purpose,String,8,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,primary_time_column,String,9,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,default_dimensions,String,10,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,default_measures,String,11,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,common_filters,String,12,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,join_instructions,String,13,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,data_freshness_expectation,String,14,,,0,0,0,0,,,,,,
manufacturing_dw,v_table_catalog,ai_usage_notes,String,15,,,0,0,0,0,,,,,,
